contract,tecnology,session_state,session_flap,session_warning_messages,session_last_message,switch_port_state,switch_port_flap,switch_port_errors,switch_port_warning_messages,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,target
901096588,1,0,1,0,,1,1,0,0,0,0,0,0,0,0
